genes	Symbol	logFC	logCPM	LR	PValue	FDR	threshold
EPSTI1	ENSG00000133106	EPSTI1	1.06104701623356	7.12977230682242	19.3015534459463	1.11615503171979e-05	4.72390196400102e-05	TRUE
TNS1	ENSG00000079308	TNS1	1.13037989882844	7.63625251062416	19.2867586842989	1.12483730576898e-05	4.75497375184027e-05	TRUE
BRIP1	ENSG00000136492	BRIP1	-1.08427126665104	5.16735945004462	19.2746793612598	1.13197629691455e-05	4.77964451970436e-05	TRUE
WNK1	ENSG00000060237	WNK1	1.04891466534527	8.66028368625832	19.2245417733834	1.16209771052324e-05	4.8930429916768e-05	TRUE
DHRS4-AS1	ENSG00000215256	DHRS4-AS1	-1.18861761887947	5.01450528152972	19.1619836091585	1.20081235834561e-05	5.03612277997529e-05	TRUE
SEPTIN7P2	ENSG00000214765	SEPTIN7P2	-1.02320056430163	5.17212418287805	19.1189713769985	1.22817973047203e-05	5.13874649320584e-05	TRUE
MAP3K10	ENSG00000130758	MAP3K10	-1.05817317844367	5.30462969350413	19.1154731121614	1.23043292326082e-05	5.1461502765311e-05	TRUE
IQSEC2	ENSG00000124313	IQSEC2	-1.03804676790097	5.20773610009606	19.0792783840313	1.25399061209277e-05	5.24055778188025e-05	TRUE
CD14	ENSG00000170458	CD14	1.3399742393346	10.3045081414549	19.0687872707702	1.2609031468903e-05	5.26737710361712e-05	TRUE
PPM1H	ENSG00000111110	PPM1H	-1.12990347528926	5.1299770475736	18.9957950069839	1.31006844623724e-05	5.45349306258383e-05	TRUE
FANCF	ENSG00000183161	FANCF	-1.12311340343709	5.14137627894827	18.9708307849136	1.32732170835557e-05	5.51237430792478e-05	TRUE
PTGFRN	ENSG00000134247	PTGFRN	-1.04732515952805	5.32336359863307	18.9378540215568	1.3504629179337e-05	5.59973711878979e-05	TRUE
LINC00893	ENSG00000241769	LINC00893	-1.13664988630685	5.09780187352477	18.9358382877192	1.35189051468932e-05	5.6012909175601e-05	TRUE
AKAP13	ENSG00000170776	AKAP13	1.06588085476886	9.15449695030976	18.9276388637919	1.35771320508018e-05	5.62322635346559e-05	TRUE
HGF	ENSG00000019991	HGF	-1.12131988396907	5.31286431030984	18.9068576504001	1.37258371624219e-05	5.68260340109605e-05	TRUE
PARP2	ENSG00000129484	PARP2	-1.04632221049163	5.23173695088422	18.8719301184441	1.39794640764294e-05	5.77412646635127e-05	TRUE
TIGD5	ENSG00000179886	TIGD5	-1.08161583813558	5.22638281675978	18.8590188719416	1.40744063170449e-05	5.79692968087663e-05	TRUE
GDF11	ENSG00000135414	GDF11	-1.04624755685982	5.17546049271468	18.8403445513739	1.42128739431624e-05	5.84783367189668e-05	TRUE
CENPL	ENSG00000120334	CENPL	-1.04313185690812	5.09498575246642	18.8039153749499	1.44869418209693e-05	5.95139231564145e-05	TRUE
FECH	ENSG00000066926	FECH	-1.23183784799733	6.46051520990127	18.7990042966685	1.45242931560129e-05	5.96443377769112e-05	TRUE
H3C6	ENSG00000274750	H3C6	-1.1048454602812	5.29827315739774	18.7934792803537	1.4566429439616e-05	5.97712337977301e-05	TRUE
CPED1	ENSG00000106034	CPED1	-1.15991367948355	5.4971975833115	18.7787453164008	1.46793985875117e-05	6.01651775697707e-05	TRUE
ITGA3	ENSG00000005884	ITGA3	-1.25803910133177	5.23671168555372	18.7773458435328	1.46901743640381e-05	6.01861591195092e-05	TRUE
SKAP1	ENSG00000141293	SKAP1	-1.08558776021086	5.27053739717319	18.6701926378986	1.55392799479358e-05	6.3493832045329e-05	TRUE
BAALC	ENSG00000164929	BAALC	-1.34232793020831	5.30839261873767	18.6147335310976	1.59979362807251e-05	6.52676541514243e-05	TRUE
NDUFAF8	ENSG00000224877	NDUFAF8	-1.07142272411024	5.18255444451038	18.6138457618125	1.60053878082908e-05	6.52730265543175e-05	TRUE
MBTPS2	ENSG00000012174	MBTPS2	-1.00042829212108	5.08111049530275	18.6093931486491	1.60428136206133e-05	6.53755407596039e-05	TRUE
TTC30B	ENSG00000196659	TTC30B	-1.10768429094756	5.00647060968972	18.6081696099873	1.60531132896462e-05	6.53924676117289e-05	TRUE
ENDOD1	ENSG00000149218	ENDOD1	-1.03618897001147	5.40995436373963	18.5853608231222	1.6246336778006e-05	6.61289301139953e-05	TRUE
ZNF570	ENSG00000171827	ZNF570	-1.05014424317232	5.10393882437643	18.5719583796291	1.63609627670474e-05	6.65191608106168e-05	TRUE
CTSK	ENSG00000143387	CTSK	-1.01424836134231	5.37856917078047	18.5477968314436	1.65696635146816e-05	6.7239214262476e-05	TRUE
DUSP16	ENSG00000111266	DUSP16	1.09886781402847	7.0751197441228	18.5311120779097	1.67153406554659e-05	6.7804508034372e-05	TRUE
APBA3	ENSG00000011132	APBA3	1.10415450709697	6.32841548580472	18.5169907321777	1.68396410527106e-05	6.82306857581269e-05	TRUE
MMP12	ENSG00000262406	MMP12	1.32251353636279	6.14004909012244	18.4914454652371	1.70668620872109e-05	6.9046164489705e-05	TRUE
THBD	ENSG00000178726	THBD	1.15419673733533	6.70544956736525	18.4266824504142	1.76568167992717e-05	7.11623222516103e-05	TRUE
C1orf50	ENSG00000164008	C1orf50	-1.06535701314489	5.14426547040781	18.4216956955037	1.77030838909277e-05	7.13199963515486e-05	TRUE
LRP3	ENSG00000130881	LRP3	-1.30419533613975	5.36872316749112	18.4075892662752	1.78346238530795e-05	7.17430615488719e-05	TRUE
ANXA3	ENSG00000138772	ANXA3	1.16057462386103	5.95494514026291	18.3999697145997	1.7906082753334e-05	7.19760938781538e-05	TRUE
RNU4-1	ENSG00000200795	RNU4-1	1.04828557431258	6.28838185217577	18.3747521981382	1.81446392197497e-05	7.28249571098216e-05	TRUE
QKI	ENSG00000112531	QKI	1.02108735007792	8.66750308466821	18.3069219015973	1.88022748161195e-05	7.51525935550381e-05	TRUE
KDM8	ENSG00000155666	KDM8	-1.00621479250692	5.04089046545459	18.2883904499372	1.89860716214534e-05	7.58302560256247e-05	TRUE
RAD51C	ENSG00000108384	RAD51C	-1.07323946469912	5.19220875884993	18.2786231734223	1.90836696900563e-05	7.61628827840208e-05	TRUE
TMEM201	ENSG00000188807	TMEM201	-1.09460444748118	5.0173633739752	18.2712406212081	1.91577730577214e-05	7.6429960755214e-05	TRUE
GTPBP8	ENSG00000163607	GTPBP8	-1.03920515377409	5.14043312617051	18.2650156371255	1.92204817670281e-05	7.6651396552166e-05	TRUE
WDR53	ENSG00000185798	WDR53	-1.07692379933234	5.01891900175781	18.253608761076	1.93359269918334e-05	7.7054031158467e-05	TRUE
PRUNE2	ENSG00000106772	PRUNE2	-1.09784166545939	5.28104032225749	18.1957061661539	1.99327716194347e-05	7.90770656341481e-05	TRUE
ZNF48	ENSG00000180035	ZNF48	-1.0085273713617	5.21625471961259	18.1771870253167	2.01275415949738e-05	7.97902543109244e-05	TRUE
COPRS	ENSG00000172301	COPRS	-1.0554215577379	5.30182781925663	18.131659414859	2.0614532977985e-05	8.16295611781766e-05	TRUE
CTSD	ENSG00000117984	CTSD	1.43774817720746	10.8169486941726	18.1242998823073	2.0694359113214e-05	8.19151714898052e-05	TRUE
ZNF354C	ENSG00000177932	ZNF354C	-1.09497741994282	5.22687028249458	18.091010628123	2.10593325494056e-05	8.32359949203847e-05	TRUE
HSPH1	ENSG00000120694	HSPH1	1.07894657270083	7.1183988473511	18.0803263070336	2.11778377156881e-05	8.3642239530409e-05	TRUE
PON2	ENSG00000105854	PON2	-1.02652679923249	5.24815576239251	18.0743089976645	2.1244873383939e-05	8.38758637495772e-05	TRUE
TNFSF10	ENSG00000121858	TNFSF10	1.00164789782406	6.63103244225106	18.0544010663964	2.14681802731101e-05	8.47260527099003e-05	TRUE
B3GLCT	ENSG00000187676	B3GLCT	-1.11839665372063	5.08579573298444	18.0464302545351	2.15582484524384e-05	8.4955467975535e-05	TRUE
TNFRSF8	ENSG00000120949	TNFRSF8	1.18691821380697	6.00195039598215	18.0327588966789	2.17136162780696e-05	8.54095664320373e-05	TRUE
LSAMP	ENSG00000185565	LSAMP	-1.45889543905524	5.2354721707964	18.0278309122885	2.17698956581842e-05	8.55992940883519e-05	TRUE
ZNF718	ENSG00000250312	ZNF718	-1.07139041087063	5.2614211494165	18.0193053535161	2.1867606961994e-05	8.59517318343614e-05	TRUE
ADGRB1	ENSG00000181790	ADGRB1	1.61785527388698	6.71998929450033	17.9922000870801	2.21811970339884e-05	8.70235753840842e-05	TRUE
GORAB	ENSG00000120370	GORAB	-1.01702901831826	5.12801248760514	17.9576417424883	2.25875758621139e-05	8.84874105938482e-05	TRUE
C1orf198	ENSG00000119280	C1orf198	-1.06352756768723	5.31369883712258	17.9471821321427	2.27120410798851e-05	8.88115094046225e-05	TRUE
NFIA	ENSG00000162599	NFIA	-1.25489591668702	5.40161871495539	17.929310787223	2.29262996501433e-05	8.95170788923454e-05	TRUE
BIRC6	ENSG00000115760	BIRC6	1.05477092561181	8.95630116577118	17.9125794533828	2.3128731016786e-05	9.01097392964491e-05	TRUE
PRDM11	ENSG00000019485	PRDM11	-1.03112562403147	5.24092557997301	17.8899895180437	2.34048975250738e-05	9.09857908903123e-05	TRUE
PYCR1	ENSG00000183010	PYCR1	-1.06209423030852	5.0835113937498	17.8844686085394	2.34728940746287e-05	9.12167980109747e-05	TRUE
GPSM2	ENSG00000121957	GPSM2	-1.08131070379245	5.07966817705697	17.8679508984388	2.36775168363133e-05	9.17675122218769e-05	TRUE
MCOLN1	ENSG00000090674	MCOLN1	1.1642268539804	6.53205518842187	17.8667685264239	2.36922327136744e-05	9.17675122218769e-05	TRUE
ZNF286A	ENSG00000187607	ZNF286A	-1.10792608025627	5.26480128132645	17.8407361255995	2.40185724176909e-05	9.2828772438878e-05	TRUE
TMSB4X	ENSG00000205542	TMSB4X	1.28087524999608	10.9283671332656	17.8387347965032	2.40438470621948e-05	9.28927134138537e-05	TRUE
NFKBID	ENSG00000167604	NFKBID	1.10311342551021	6.80401975516654	17.8135137584802	2.43646616306145e-05	9.40297423829303e-05	TRUE
GTF2H4	ENSG00000213780	GTF2H4	-1.00396439402245	5.11806686435573	17.8099555398153	2.44102674874529e-05	9.41374577986586e-05	TRUE
A2M	ENSG00000175899	A2M	-1.42957298958226	9.6627663108256	17.7872725117055	2.47030200376656e-05	9.5128531741137e-05	TRUE
NR4A2	ENSG00000153234	NR4A2	-1.18235820389767	5.53756006812319	17.7819562604438	2.47721415984718e-05	9.53601977596742e-05	TRUE
HOPX	ENSG00000171476	HOPX	-1.16810007189873	5.0882348273699	17.7782921347379	2.4819895426403e-05	9.55094710079307e-05	TRUE
B3GNT8	ENSG00000177191	B3GNT8	1.21241489935001	6.17858785353626	17.7693084439265	2.49373698789928e-05	9.58229019546709e-05	TRUE
ARHGAP33	ENSG00000004777	ARHGAP33	-1.06290298590192	5.13499016158866	17.7575670637605	2.5091747700575e-05	9.63624576930284e-05	TRUE
PRIM1	ENSG00000198056	PRIM1	-1.07027282210179	5.0846586292785	17.72715197142	2.54961315451641e-05	9.77581404110075e-05	TRUE
HBA2	ENSG00000188536	HBA2	-2.7595216965539	11.6192921558445	17.6944037875648	2.59388599247538e-05	9.92767876256764e-05	TRUE
FCN1	ENSG00000085265	FCN1	1.18915753597126	8.69658546172773	17.6497271681796	2.65553365169645e-05	0.00010138097615375	TRUE
DTD2	ENSG00000129480	DTD2	-1.07306537531497	5.14271992890491	17.6285335828442	2.6852906898431e-05	0.000102296788184499	TRUE
ANAPC10	ENSG00000164162	ANAPC10	-1.06021721309562	5.06611480104424	17.6192889270971	2.69837546882164e-05	0.000102758464524919	TRUE
HTR7	ENSG00000148680	HTR7	-1.09479352509536	5.07630806519792	17.5674666127577	2.77291942919925e-05	0.000105258161707742	TRUE
SLC25A43	ENSG00000077713	SLC25A43	-1.00171354575047	5.12726149435306	17.5549412255645	2.79124501648243e-05	0.000105916002051972	TRUE
CD24	ENSG00000272398	CD24	-1.02434369097517	5.17529532288094	17.4885168730169	2.89048261118192e-05	0.000109408520039045	TRUE
TSPAN5	ENSG00000168785	TSPAN5	-1.10870386602728	5.23025011732484	17.4700168358317	2.91874756174302e-05	0.000110282223213586	TRUE
HAAO	ENSG00000162882	HAAO	-1.06069277796419	5.14592811884105	17.4586074805564	2.93631744552435e-05	0.000110828015680664	TRUE
AKAP6	ENSG00000151320	AKAP6	-1.31831562096991	5.7583448868061	17.4329695098578	2.97618750807441e-05	0.000112176271170171	TRUE
METTL2A	ENSG00000087995	METTL2A	-1.10450567666253	5.17746756264373	17.4244789355529	2.98951091591906e-05	0.000112516434896989	TRUE
SAMD9L	ENSG00000177409	SAMD9L	1.08630119867651	7.98244364370176	17.3499285787753	3.10909954311976e-05	0.000116433567210458	TRUE
PPIL3	ENSG00000240344	PPIL3	-1.02110110414471	5.17181236800701	17.3379590269557	3.1287433299024e-05	0.000117052844691145	TRUE
LRMDA	ENSG00000148655	LRMDA	-1.01732022462871	5.09177897850901	17.2795385573042	3.22642489427476e-05	0.000120453196052924	TRUE
ENAH	ENSG00000154380	ENAH	-1.34132622763017	5.21589953173639	17.2719515565153	3.23933357087237e-05	0.000120850312742223	TRUE
IGFBP5	ENSG00000115461	IGFBP5	-1.42350869270718	5.67704897925858	17.2420097161359	3.29078589359883e-05	0.000122640847313105	TRUE
DIPK1A	ENSG00000154511	DIPK1A	-1.02338802640096	5.13739842393427	17.2318252007802	3.30847362326416e-05	0.000123170606548393	TRUE
CCDC141	ENSG00000163492	CCDC141	-1.15753120777282	5.3897586208586	17.2114961998309	3.34406580314389e-05	0.000124452116633267	TRUE
NID1	ENSG00000116962	NID1	-1.04514772239828	5.29458819261707	17.2030703458067	3.35893043361499e-05	0.000124874283066609	TRUE
MMP2	ENSG00000087245	MMP2	-1.26781598646646	5.88827366370882	17.1963442705318	3.37084401962067e-05	0.000125185969873522	TRUE
SNX24	ENSG00000064652	SNX24	-1.05174446267787	5.19046081836344	17.1778631626985	3.4037978807053e-05	0.000126321623476472	TRUE
H4C1	ENSG00000278637	H4C1	-1.10271827912863	5.15391800096195	17.1651471696496	3.42665976484835e-05	0.000127125731861877	TRUE
AK4	ENSG00000162433	AK4	1.03274959527169	6.13231763359294	17.1473420382846	3.45893092424157e-05	0.000128099634646468	TRUE
HEXIM1	ENSG00000186834	HEXIM1	1.09738451108962	6.26753610271763	17.0186125397912	3.70151902087068e-05	0.000136608263552078	TRUE
MX1	ENSG00000157601	MX1	1.28847671533392	8.30059504599853	16.9736240133477	3.79027285021138e-05	0.000139448489371539	TRUE
LPL	ENSG00000175445	LPL	-1.36467614338189	6.4497416056455	16.9515461674915	3.83460764262411e-05	0.000141030851425927	TRUE
ZNF331	ENSG00000130844	ZNF331	-1.06207963913416	6.83025707542155	16.9465561896375	3.84470008818351e-05	0.000141304348664154	TRUE
RDH10	ENSG00000121039	RDH10	-1.05315468068557	5.05130962285698	16.9423371505214	3.85325410636626e-05	0.00014152096545301	TRUE
CMSS1	ENSG00000184220	CMSS1	-1.07972855285525	5.13373186166907	16.9400434625949	3.85791253801012e-05	0.000141643165646748	TRUE
DPY30	ENSG00000162961	DPY30	-1.0058834753304	5.25618452470234	16.9018095342265	3.93640390254283e-05	0.000143976320736083	TRUE
ACTG1	ENSG00000184009	ACTG1	1.16606556325188	10.3373631209363	16.9013329946407	3.93739226432029e-05	0.000143976320736083	TRUE
ZKSCAN2	ENSG00000155592	ZKSCAN2	-1.05327418628785	5.16660809534244	16.8582985124869	4.027683757784e-05	0.000146711931471488	TRUE
TXNDC5	ENSG00000239264	TXNDC5	1.10928374064963	7.9078842339401	16.8518626649867	4.04136471105976e-05	0.000147109546786438	TRUE
ZXDA	ENSG00000198205	ZXDA	-1.08385232312668	5.11979090477006	16.7888135732825	4.17788645807437e-05	0.000151715740320516	TRUE
MTMR11	ENSG00000014914	MTMR11	-1.02929427311549	5.03820507634781	16.7562593939404	4.25018222028737e-05	0.000154025677192976	TRUE
NCS1	ENSG00000107130	NCS1	-1.35203957977755	5.4894118295015	16.7285063306	4.31280813044458e-05	0.000155986947848928	TRUE
PTGS2	ENSG00000073756	PTGS2	1.1497204003486	6.32765829587922	16.5577038162318	4.71918787947599e-05	0.000169292511927257	TRUE
CASP5	ENSG00000137757	CASP5	1.03693815253594	5.83858074137754	16.5544422596175	4.72731152180212e-05	0.000169526776514912	TRUE
ISG15	ENSG00000187608	ISG15	1.42083935067617	7.19714805829715	16.5532118881192	4.73037969062353e-05	0.000169579649286504	TRUE
ADGRL1	ENSG00000072071	ADGRL1	-1.01202647781575	5.36021989676982	16.5139196284051	4.82942263134257e-05	0.000172897230139586	TRUE
COL18A1	ENSG00000182871	COL18A1	1.00967351918751	6.41406005803534	16.4785358661705	4.92039674302978e-05	0.000175799265768425	TRUE
TSNARE1	ENSG00000171045	TSNARE1	1.21816866905656	6.41595659087266	16.45218677469	4.98925972951418e-05	0.000177731699774076	TRUE
TTC30A	ENSG00000197557	TTC30A	-1.0142060412012	5.0699623020864	16.4489801172091	4.99770616037936e-05	0.000177963833823415	TRUE
SBDSP1	ENSG00000225648	SBDSP1	-1.00737187688592	5.10089616505227	16.4312395652068	5.04469578299699e-05	0.00017948794879388	TRUE
NYNRIN	ENSG00000205978	NYNRIN	-1.17244275662413	5.27639112245079	16.4309117703475	5.04556818460991e-05	0.00017948794879388	TRUE
DOCK4	ENSG00000128512	DOCK4	1.00609247112536	8.59049364425999	16.3683923570571	5.21476355687581e-05	0.000185135416233429	TRUE
ZNF324B	ENSG00000249471	ZNF324B	-1.06815864897074	5.03556655275909	16.3615977142498	5.2334921637804e-05	0.000185676414213483	TRUE
PTGDR	ENSG00000168229	PTGDR	-1.10154466954101	5.21371639434639	16.3600776424569	5.23769130662327e-05	0.000185763451674905	TRUE
PRXL2B	ENSG00000157870	PRXL2B	1.16223109978201	6.53473645005323	16.3141990601876	5.36603612451226e-05	0.00018980925653195	TRUE
BIVM	ENSG00000134897	BIVM	-1.07156149189422	5.14582034958142	16.1746941197483	5.77606110301975e-05	0.000203299008058651	TRUE
METTL5	ENSG00000138382	METTL5	-1.04324988882454	5.20709825602872	16.1253786308149	5.92842543351499e-05	0.000207836726894891	TRUE
TCEAL9	ENSG00000185222	TCEAL9	-1.12882898306467	5.12784798448245	16.1232721272241	5.93502292361858e-05	0.000207981763666091	TRUE
SMYD3	ENSG00000185420	SMYD3	-1.00394205088233	5.01565389871077	16.0274471474485	6.24308316440902e-05	0.000217934399177533	TRUE
AXL	ENSG00000167601	AXL	-1.05577654501488	7.12932569126143	15.9472186823456	6.51334107196453e-05	0.000226255138771474	TRUE
CD68	ENSG00000129226	CD68	1.09594778284644	9.65801782315304	15.929099616734	6.57598820311953e-05	0.000228028409787393	TRUE
NAPEPLD	ENSG00000161048	NAPEPLD	-1.06529141363953	5.21019326509923	15.9035594097145	6.66532478564181e-05	0.000230746966492161	TRUE
MYO1B	ENSG00000128641	MYO1B	-1.02267411338938	5.14289252532776	15.8882569541579	6.71943473418903e-05	0.000232201317219134	TRUE
FCGBP	ENSG00000275395	FCGBP	-1.34451432453216	9.40779864191141	15.8092623825531	7.00587058134145e-05	0.000240692486230136	TRUE
SNORD3A	ENSG00000263934	SNORD3A	1.31584640381403	11.0329051584225	15.7936289781861	7.06399734485532e-05	0.000242376432600002	TRUE
LYZ	ENSG00000090382	LYZ	1.30279614116794	10.4533335899224	15.691829006994	7.45455121888542e-05	0.000254137856356747	TRUE
FAM111B	ENSG00000189057	FAM111B	-1.05600349487506	5.1864575964648	15.6014974927167	7.81926386119501e-05	0.000265635272934594	TRUE
FAM210A	ENSG00000177150	FAM210A	1.07230539887438	6.14594623513978	15.5266134897676	8.1351822939717e-05	0.000275225245176022	TRUE
SCAMP5	ENSG00000198794	SCAMP5	-1.0023901960892	5.40504158959884	15.5087695808132	8.21233732466792e-05	0.00027748259490145	TRUE
PSAT1	ENSG00000135069	PSAT1	-1.11436169130638	5.27804543488734	15.5077726353251	8.2166696544461e-05	0.000277540841661291	TRUE
SLC16A1-AS1	ENSG00000226419	SLC16A1-AS1	-1.01029374582975	5.04750322866084	15.5030187538202	8.23735978413936e-05	0.000278151406230539	TRUE
FGFR1	ENSG00000077782	FGFR1	-1.06596471080794	5.34347185795299	15.4482012432955	8.47976111178603e-05	0.000285303863451929	TRUE
THUMPD2	ENSG00000138050	THUMPD2	-1.00266665426604	5.15137735031693	15.4163928806606	8.62369418284992e-05	0.000289360158011741	TRUE
MMP19	ENSG00000123342	MMP19	1.00467477627252	6.56836643230915	15.1406091851861	9.97934362912203e-05	0.000329752224266641	TRUE
MICALL2	ENSG00000164877	MICALL2	-1.07056811663591	5.19578385192816	15.1246368025911	0.000100641281664271	0.000332141202514841	TRUE
STON2	ENSG00000140022	STON2	-1.05434357870726	5.62289675259247	15.1097601424313	0.000101437483286501	0.000334354034128987	TRUE
FRMD3	ENSG00000172159	FRMD3	-1.07264195750281	5.04839701527728	14.9944476002523	0.00010782797277025	0.00035333835241006	TRUE
BTBD19	ENSG00000222009	BTBD19	1.00357884692413	5.93473091492425	14.9633347937473	0.000109620598176612	0.000358329697265485	TRUE
PROK2	ENSG00000163421	PROK2	1.15134438326122	5.94238160845964	14.9180271587078	0.000112284874501827	0.000366363405304948	TRUE
SMAD6	ENSG00000137834	SMAD6	-1.05376112689803	5.07709411869282	14.8781178170504	0.000114685655372194	0.000373395157025748	TRUE
CACNB1	ENSG00000067191	CACNB1	-1.03749220123536	5.13275596378068	14.8632575401628	0.000115592731604839	0.000376233302011468	TRUE
ZSCAN5A	ENSG00000131848	ZSCAN5A	-1.04208877067984	4.99483543809319	14.7798073883581	0.000120822373434238	0.000391577841407338	TRUE
CEACAM1	ENSG00000079385	CEACAM1	1.09979154805225	5.9687485061907	14.7683289388457	0.000121560100624603	0.000393609090275648	TRUE
MCF2L2	ENSG00000053524	MCF2L2	-1.06733115114249	5.11007961656208	14.7122805602736	0.00012522801945752	0.000403643176924572	TRUE
MTSS2	ENSG00000132613	MTSS2	-1.14791947848209	5.55139469605674	14.6890642307425	0.000126779789554788	0.000407780217915038	TRUE
GUSBP3	ENSG00000253203	GUSBP3	-1.04049741742406	5.05570477496327	14.6829821920776	0.000127189500823493	0.000408850842526274	TRUE
BMP1	ENSG00000168487	BMP1	-1.01945533442296	5.23111580713494	14.6530727063287	0.000129223806070442	0.000414638509224821	TRUE
ERCC8	ENSG00000049167	ERCC8	-1.00400162753044	5.12459513481673	14.6462608722705	0.000129691676685088	0.000415888921015471	TRUE
ARNT2	ENSG00000172379	ARNT2	-1.09113454794255	5.36845728395479	14.6089138090259	0.0001322873330797	0.000423254959378896	TRUE
IGFBP7	ENSG00000163453	IGFBP7	-1.29380048556442	5.60630953447043	14.5602712025094	0.000135746631706249	0.000432438371663021	TRUE
ALDH5A1	ENSG00000112294	ALDH5A1	-1.01581046298441	5.40672494997667	14.3138752656078	0.000154720243742234	0.000484325799769746	TRUE
ASAH1	ENSG00000104763	ASAH1	1.09622732698002	9.1381957624562	14.2722451089762	0.000158180163027331	0.000493414522020169	TRUE
FLT3LG	ENSG00000090554	FLT3LG	-1.03428680689908	5.57424768157076	14.2041775937779	0.000164005997598063	0.000508308713790676	TRUE
